STATION,NEW WQI,WQI CHANGE
,NEW WQI,
,88.88855408,
,91.88524507,
,66.02077606,
,86.15339747,
,87.84664432,
,94.28115844,
,64.062642,
,68.46906076,
,100,
,90.52828743,
,-0.3796724572,
,90.20818248,
,90.34323609,
,65.10777936,
,90.80296532,
,65.33023423,
,91.68360437,
,81.9816845,
,90.84426977,
,-0.3796724572,
,51.65958891,
,75.73110656,
,75.781504,
,86.21951634,
,77.65555714,
,-0.3796724572,
,93.93758076,
,69.80448877,
,51.45401207,
,-0.3796724572,
,80.82706921,
,100,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,62.64201122,
,62.0835438,
,34.38774453,
,61.88561892,
,-0.3796724572,
,66.60564157,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,-0.3796724572,
,78.44579374,
,91.25394627,
